,GAME_ID,HOMEDESCRIPTION,PCTIMESTRING,PERIOD,PLAYER3_TEAM_ABBREVIATION,HOME_TEAM,AWAY_TEAM,JUMP_BALL_HOME_PLAYER_ID,JUMP_BALL_AWAY_PLAYER_ID,JUMP_BALL_RETRIEVED_PLAYER_ID,JUMP_BALL_RETRIEVED_TEAM_NAME
1,21700001,Jump Ball Love vs. Horford: Tip to Irving,12:00,1.0,Celtics,Celtics,Cavaliers,201567.0,201143.0,202681.0,Celtics
481,21700002,Jump Ball Pachulia vs. Capela: Tip to Anderson,12:00,1.0,Rockets,Warriors,Rockets,2585.0,203991.0,201583.0,Rockets
940,21700003,Jump Ball Drummond vs. Howard: Tip to Bacon,12:00,1.0,Hornets,Hornets,Pistons,203083.0,2730.0,1628407.0,Hornets
1358,21700004,Jump Ball Turner vs. Mozgov: Tip to Bogdanovic,12:00,1.0,Pacers,Nets,Pacers,1626167.0,202389.0,202711.0,Pacers
1868,21700005,Jump Ball Vucevic vs. Whiteside: Tip to Waiters,12:00,1.0,Heat,Heat,Magic,202696.0,202355.0,203079.0,Heat
2323,21700006,Jump Ball Gortat vs. Embiid: Tip to Smith,12:00,1.0,Wizards,76ers,Wizards,101162.0,203954.0,201160.0,Wizards
2839,21700007,Jump Ball Horford vs. Maker: Tip to Smart,12:00,1.0,Celtics,Celtics,Bucks,201143.0,1627748.0,203935.0,Celtics
3353,21700008,Jump Ball Gasol vs. Davis: Tip to Green,12:00,1.0,Grizzlies,Grizzlies,Pelicans,201188.0,203076.0,203210.0,Grizzlies
3844,21700009,Jump Ball Barnes vs. Dedmon: Tip to Schroder,12:00,1.0,Hawks,Hawks,Mavericks,203084.0,203473.0,203471.0,Hawks
4282,21700010,Jump Ball Gobert vs. Millsap: Tip to Favors,12:00,1.0,Jazz,Nuggets,Jazz,203497.0,200794.0,202324.0,Jazz
4749,21700011,Jump Ball Gasol vs. Towns: Tip to Teague,12:00,1.0,Timberwolves,Timberwolves,Spurs,2200.0,1626157.0,201952.0,Timberwolves
5215,21700012,Jump Ball Chandler vs. Nurkic: Tip to Harkless,12:00,1.0,Trail Blazers,Suns,Trail Blazers,2199.0,203994.0,203090.0,Trail Blazers
5680,21700013,Jump Ball Cauley-Stein vs. Capela: Tip to Labissiere,12:00,1.0,Kings,Rockets,Kings,1626161.0,203991.0,1627746.0,Kings
6143,21700014,Jump Ball Valanciunas vs. Lopez: Tip to Markkanen,12:00,1.0,Bulls,Bulls,Raptors,202685.0,201577.0,1628374.0,Bulls
6613,21700015,Jump Ball Adams vs. Porzingis: Tip to Kanter,12:00,1.0,Knicks,Knicks,Thunder,203500.0,204001.0,202683.0,Knicks
7086,21700016,Jump Ball Lopez vs. Jordan: Tip to Griffin,12:00,1.0,Clippers,Clippers,Lakers,201572.0,201599.0,201933.0,Clippers
7523,21700017,Jump Ball Howard vs. Dedmon: Tip to Walker,12:00,1.0,Hornets,Hawks,Hornets,2730.0,203473.0,202689.0,Hornets
7984,21700018,Jump Ball Sabonis vs. Nurkic: Tip to Harkless,12:00,1.0,Trail Blazers,Pacers,Trail Blazers,1627734.0,203994.0,203090.0,Trail Blazers
8424,21700019,Jump Ball Embiid vs. Horford: Tip to Simmons,12:00,1.0,76ers,Celtics,76ers,203954.0,201143.0,1627732.0,76ers
8871,21700020,Jump Ball Gortat vs. Drummond: Tip to Jackson,12:00,1.0,Pistons,Pistons,Wizards,101162.0,203083.0,202704.0,Pistons
9357,21700021,Jump Ball Maker vs. Love: Tip to Rose,12:00,1.0,Cavaliers,Cavaliers,Bucks,1627748.0,201567.0,201565.0,Cavaliers
9753,21700022,Jump Ball Mozgov vs. Vucevic: Tip to Russell,12:00,1.0,Nets,Nets,Magic,202389.0,202696.0,1626156.0,Nets
10164,21700023,Jump Ball Towns vs. Gobert: Tip to Favors,12:00,1.0,Jazz,Timberwolves,Jazz,1626157.0,203497.0,202324.0,Jazz
10615,21700024,Jump Ball Noel vs. Cauley-Stein: Tip to G. Hill,12:00,1.0,Kings,Mavericks,Kings,203457.0,1626161.0,201588.0,Kings
11054,21700025,Jump Ball Davis vs. Pachulia: Tip to Holiday,12:00,1.0,Pelicans,Warriors,Pelicans,203076.0,2585.0,201950.0,Pelicans
11484,21700026,Jump Ball Chandler vs. Lopez: Tip to Nance Jr.,12:00,1.0,Lakers,Lakers,Suns,2199.0,201572.0,1626204.0,Lakers
11989,21700027,Jump Ball Valanciunas vs. Johnson: Tip to Covington,12:00,1.0,76ers,76ers,Raptors,202685.0,101161.0,203496.0,76ers
12432,21700028,Jump Ball Love vs. Vucevic: Tip to Fournier,12:00,1.0,Magic,Cavaliers,Magic,201567.0,202696.0,203095.0,Magic
12892,21700029,Jump Ball Mickey vs. Sabonis: Tip to Young,12:00,1.0,Pacers,Pacers,Heat,1626175.0,1627734.0,201152.0,Pacers
13398,21700030,Jump Ball Porzingis vs. Drummond: Tip to Harris,12:00,1.0,Pistons,Pistons,Knicks,204001.0,203083.0,202699.0,Pistons
13853,21700031,Jump Ball Lopez vs. Gasol: Tip to Grant,12:00,1.0,Bulls,Bulls,Spurs,201577.0,2200.0,1626170.0,Bulls
14266,21700032,Jump Ball Capela vs. Barnes: Tip to Ferrell,12:00,1.0,Mavericks,Mavericks,Rockets,203991.0,203084.0,1627812.0,Mavericks
14698,21700033,Jump Ball Gasol vs. Pachulia: Tip to Conley,12:00,1.0,Grizzlies,Warriors,Grizzlies,201188.0,2585.0,201144.0,Grizzlies
15134,21700034,Jump Ball Maker vs. Nurkic: Tip to Antetokounmpo,12:00,1.0,Bucks,Bucks,Trail Blazers,1627748.0,203994.0,203507.0,Bucks
15651,21700035,Jump Ball Millsap vs. Cauley-Stein: Tip to Jackson,12:00,1.0,Kings,Nuggets,Kings,200794.0,1626161.0,1628382.0,Kings
16077,21700036,Jump Ball Gobert vs. Adams: Tip to Favors,12:00,1.0,Jazz,Thunder,Jazz,203497.0,203500.0,202324.0,Jazz
16505,21700037,Jump Ball Jordan vs. Chandler: Tip to Griffin,12:00,1.0,Clippers,Clippers,Suns,201599.0,2199.0,201933.0,Clippers
16946,21700038,Jump Ball Mozgov vs. Dedmon: Tip to Prince,12:00,1.0,Hawks,Hawks,Nets,202389.0,203473.0,1627752.0,Hawks
17490,21700039,Jump Ball Adams vs. Towns: Tip to Roberson,12:00,1.0,Thunder,Timberwolves,Thunder,203500.0,1626157.0,203460.0,Thunder
17961,21700040,Jump Ball Lopez vs. Davis: Tip to,12:00,1.0,,Lakers,Pelicans,201572.0,203076.0,0.0,
18409,21700041,Jump Ball Drummond vs. Embiid: Tip to Covington,12:00,1.0,76ers,Pistons,76ers,203083.0,203954.0,203496.0,76ers
18904,21700042,Jump Ball Mickey vs. Dedmon: Tip to Delaney,12:00,1.0,Hawks,Hawks,Heat,1626175.0,203473.0,1627098.0,Hawks
19406,21700043,Jump Ball Capela vs. Gasol: Tip to Martin,12:00,1.0,Grizzlies,Rockets,Grizzlies,203991.0,201188.0,1626185.0,Grizzlies
19855,21700044,Jump Ball Maker vs. Howard: Tip to,12:00,1.0,,Hornets,Bucks,1627748.0,2730.0,0.0,
20350,21700045,Jump Ball Barnes vs. Pachulia: Tip to Green,12:00,1.0,Warriors,Mavericks,Warriors,203084.0,2585.0,203110.0,Warriors
20842,21700046,Jump Ball Gasol vs. Nogueira: Tip to Aldridge,12:00,1.0,Spurs,Spurs,Raptors,2200.0,203512.0,200746.0,Spurs
21249,21700047,Jump Ball Millsap vs. Gortat: Tip to Porter Jr.,12:00,1.0,Wizards,Nuggets,Wizards,200794.0,101162.0,203490.0,Wizards
21705,21700048,Jump Ball Chandler vs. Cauley-Stein: Tip to Chriss,12:00,1.0,Suns,Suns,Kings,2199.0,1626161.0,1627737.0,Suns
22154,21700049,Jump Ball Thompson vs. Lopez: Tip to Markkanen,12:00,1.0,Bulls,Bulls,Cavaliers,202684.0,201577.0,1628374.0,Bulls
22680,21700050,Jump Ball Vucevic vs. Mozgov: Tip to Russell,12:00,1.0,Nets,Nets,Magic,202696.0,202389.0,1626156.0,Nets
23153,21700051,Jump Ball Horford vs. Porzingis: Tip to Baynes,12:00,1.0,Celtics,Celtics,Knicks,201143.0,204001.0,203382.0,Celtics
23575,21700052,Jump Ball Towns vs. Sabonis: Tip to Gibson,12:00,1.0,Timberwolves,Pacers,Timberwolves,1626157.0,1627734.0,201959.0,Timberwolves
24041,21700053,Jump Ball Nurkic vs. Davis: Tip to Cousins,12:00,1.0,Pelicans,Pelicans,Trail Blazers,203994.0,203076.0,202326.0,Pelicans
24489,21700054,Jump Ball Jordan vs. Gobert: Tip to Griffin,12:00,1.0,Clippers,Clippers,Jazz,201599.0,203497.0,201933.0,Clippers
24974,21700055,Jump Ball Howard vs. Millsap: Tip to Williams,12:00,1.0,Hornets,Hornets,Nuggets,2730.0,200794.0,101107.0,Hornets
25426,21700056,Jump Ball Drummond vs. Towns: Tip to Gibson,12:00,1.0,Timberwolves,Pistons,Timberwolves,203083.0,1626157.0,201959.0,Timberwolves
25892,21700057,Jump Ball Embiid vs. Capela: Tip to Simmons,12:00,1.0,76ers,Rockets,76ers,203954.0,203991.0,1627732.0,76ers
26346,21700058,Jump Ball Mozgov vs. Thompson: Tip to James,12:00,1.0,Cavaliers,Nets,Cavaliers,202389.0,202684.0,2544.0,Cavaliers
26810,21700059,Jump Ball Adebayo vs. Gasol: Tip to Aldridge,12:00,1.0,Spurs,Heat,Spurs,1628389.0,2200.0,200746.0,Spurs
27217,21700060,Jump Ball Adams vs. Sabonis: Tip to Roberson,12:00,1.0,Thunder,Pacers,Thunder,203500.0,1627734.0,203460.0,Thunder
27619,21700061,Jump Ball Noel vs. Gasol: Tip to Martin,12:00,1.0,Grizzlies,Mavericks,Grizzlies,203457.0,201188.0,1626185.0,Grizzlies
28129,21700062,Jump Ball Chandler vs. Gobert: Tip to James,12:00,1.0,Suns,Suns,Jazz,2199.0,203497.0,1628455.0,Suns
28558,21700063,Jump Ball Pachulia vs. Ibaka: Tip to Lowry,12:00,1.0,Raptors,Warriors,Raptors,2585.0,201586.0,200768.0,Raptors
29036,21700064,Jump Ball Lopez vs. Gortat: Tip to Nance Jr.,12:00,1.0,Lakers,Lakers,Wizards,201572.0,101162.0,1626204.0,Lakers
29453,21700065,Jump Ball Lopez vs. Dedmon: Tip to Delaney,12:00,1.0,Hawks,Hawks,Bulls,201577.0,203473.0,1627098.0,Hawks
29902,21700066,Jump Ball Gasol vs. Noel: Tip to Nowitzki,12:00,1.0,Mavericks,Mavericks,Grizzlies,201188.0,203457.0,1717.0,Mavericks
30367,21700067,Jump Ball Maker vs. Horford: Tip to Brown,12:00,1.0,Celtics,Celtics,Bucks,1627748.0,201143.0,1627759.0,Celtics
30821,21700068,Jump Ball Nurkic vs. Jordan: Tip to Harkless,12:00,1.0,Trail Blazers,Clippers,Trail Blazers,203994.0,201599.0,203090.0,Trail Blazers
31244,21700069,Jump Ball Cauley-Stein vs. Cousins: Tip to Holiday,12:00,1.0,Pelicans,Pelicans,Kings,1626161.0,202326.0,201950.0,Pelicans
31697,21700070,Jump Ball Howard vs. Capela: Tip to Walker,12:00,1.0,Hornets,Hornets,Rockets,2730.0,203991.0,202689.0,Hornets
32128,21700071,Jump Ball Vucevic vs. Gasol: Tip to Murray,12:00,1.0,Spurs,Magic,Spurs,202696.0,2200.0,1627749.0,Spurs
32630,21700072,Jump Ball Dedmon vs. Millsap: Tip to Ilyasova,12:00,1.0,Hawks,Hawks,Nuggets,203473.0,200794.0,101141.0,Hawks
33069,21700073,Jump Ball Porzingis vs. Mozgov: Tip to Kanter,12:00,1.0,Knicks,Nets,Knicks,204001.0,202389.0,202683.0,Knicks
33551,21700074,Jump Ball Towns vs. Adams: Tip to Westbrook,12:00,1.0,Thunder,Timberwolves,Thunder,1626157.0,203500.0,201566.0,Thunder
34015,21700075,Jump Ball Pachulia vs. Gortat: Tip to Green,12:00,1.0,Warriors,Warriors,Wizards,2585.0,101162.0,203110.0,Warriors
34447,21700076,Jump Ball Lopez vs. Ibaka: Tip to Ingram,12:00,1.0,Lakers,Lakers,Raptors,201572.0,201586.0,1627742.0,Lakers
34881,21700077,Jump Ball Davis vs. Thompson: Tip to Cousins,12:00,1.0,Pelicans,Cavaliers,Pelicans,203076.0,202684.0,202326.0,Pelicans
35334,21700078,Jump Ball Adebayo vs. Horford: Tip to Dragic,12:00,1.0,Heat,Celtics,Heat,1628389.0,201143.0,201609.0,Heat
35799,21700079,Jump Ball Lopez vs. Adams: Tip to Westbrook,12:00,1.0,Thunder,Bulls,Thunder,201577.0,203500.0,201566.0,Thunder
36278,21700080,Jump Ball Gasol vs. Capela: Tip to Martin,12:00,1.0,Grizzlies,Rockets,Grizzlies,201188.0,203991.0,1626185.0,Grizzlies
36787,21700081,Jump Ball Noel vs. Embiid: Tip to Saric,12:00,1.0,76ers,Mavericks,76ers,203457.0,203954.0,203967.0,76ers
37235,21700082,Jump Ball Gobert vs. Lopez: Tip to Ball,12:00,1.0,Lakers,Lakers,Jazz,203497.0,201572.0,1628366.0,Lakers
37675,21700083,Jump Ball Nurkic vs. Chandler: Tip to Chriss,12:00,1.0,Suns,Suns,Trail Blazers,203994.0,2199.0,1627737.0,Suns
38096,21700084,Jump Ball Jordan vs. Drummond: Tip to Griffin,12:00,1.0,Clippers,Pistons,Clippers,201599.0,203083.0,201933.0,Clippers
38547,21700085,Jump Ball Dedmon vs. Maker: Tip to Muscala,12:00,1.0,Hawks,Hawks,Bucks,203473.0,1627748.0,203488.0,Hawks
38980,21700086,Jump Ball Sabonis vs. Gasol: Tip to Green,12:00,1.0,Spurs,Pacers,Spurs,1627734.0,2200.0,201980.0,Spurs
39442,21700087,Jump Ball Mozgov vs. Millsap: Tip to Russell,12:00,1.0,Nets,Nets,Nuggets,202389.0,200794.0,1626156.0,Nets
39888,21700088,Jump Ball Howard vs. Vucevic: Tip to Williams,12:00,1.0,Hornets,Hornets,Magic,2730.0,202696.0,101107.0,Hornets
40308,21700089,Jump Ball Cauley-Stein vs. Gortat: Tip to Porter Jr.,12:00,1.0,Wizards,Kings,Wizards,1626161.0,101162.0,203490.0,Wizards
40797,21700090,Jump Ball Thompson vs. Porzingis: Tip to Kanter,12:00,1.0,Knicks,Cavaliers,Knicks,202684.0,204001.0,202683.0,Knicks
41250,21700091,Jump Ball Pachulia vs. Drummond: Tip to Harris,12:00,1.0,Pistons,Pistons,Warriors,2585.0,203083.0,202699.0,Pistons
41835,21700092,Jump Ball Horford vs. Gasol: Tip to Aldridge,12:00,1.0,Spurs,Celtics,Spurs,201143.0,2200.0,200746.0,Spurs
42313,21700093,Jump Ball Adebayo vs. Towns: Tip to Teague,12:00,1.0,Timberwolves,Heat,Timberwolves,1628389.0,1626157.0,201952.0,Timberwolves
42802,21700094,Jump Ball Porzingis vs. Millsap: Tip to Kanter,12:00,1.0,Knicks,Nuggets,Knicks,204001.0,200794.0,202683.0,Knicks
43298,21700095,Jump Ball Capela vs. Embiid: Tip to Simmons,12:00,1.0,76ers,Rockets,76ers,203991.0,203954.0,1627732.0,76ers
43728,21700096,Jump Ball Gasol vs. Howard: Tip to Williams,12:00,1.0,Hornets,Hornets,Grizzlies,201188.0,2730.0,101107.0,Hornets
44201,21700097,Jump Ball Davis vs. Vucevic: Tip to Cousins,12:00,1.0,Pelicans,Pelicans,Magic,203076.0,202696.0,202326.0,Pelicans
44643,21700098,Jump Ball Gobert vs. Noel: Tip to Favors,12:00,1.0,Jazz,Mavericks,Jazz,203497.0,203457.0,202324.0,Jazz
45065,21700099,Jump Ball Nurkic vs. Nogueira: Tip to Harkless,12:00,1.0,Trail Blazers,Trail Blazers,Raptors,203994.0,203512.0,203090.0,Trail Blazers
45542,21700100,Jump Ball Jordan vs. Pachulia: Tip to Rivers,12:00,1.0,Clippers,Warriors,Clippers,201599.0,2585.0,203085.0,Clippers
46017,21700101,Jump Ball Sabonis vs. Cauley-Stein: Tip to G. Hill,12:00,1.0,Kings,Pacers,Kings,1627734.0,1626161.0,201588.0,Kings
46528,21700102,Jump Ball Mozgov vs. Chandler: Tip to,12:00,1.0,,Nets,Suns,202389.0,2199.0,0.0,
46984,21700103,Jump Ball Maker vs. Adams: Tip to Brogdon,12:00,1.0,Bucks,Bucks,Thunder,1627748.0,203500.0,1627763.0,Bucks
47447,21700104,Jump Ball Lopez vs. Drummond: Tip to Harris,12:00,1.0,Pistons,Pistons,Lakers,201572.0,203083.0,202699.0,Pistons
47942,21700105,Jump Ball Howard vs. Henson: Tip to Brogdon,12:00,1.0,Bucks,Hornets,Bucks,2730.0,203089.0,1627763.0,Bucks
48383,21700106,Jump Ball Thompson vs. Sabonis: Tip to Love,12:00,1.0,Cavaliers,Cavaliers,Pacers,202684.0,1627734.0,201567.0,Cavaliers
48837,21700107,Jump Ball Embiid vs. Dedmon: Tip to Muscala,12:00,1.0,Hawks,Hawks,76ers,203954.0,203473.0,203488.0,Hawks
49247,21700108,Jump Ball Gortat vs. Chandler: Tip to Chriss,12:00,1.0,Suns,Suns,Wizards,101162.0,2199.0,1627737.0,Suns
49738,21700109,Jump Ball Horford vs. Cauley-Stein: Tip to Irving,12:00,1.0,Celtics,Celtics,Kings,201143.0,1626161.0,202681.0,Celtics
50170,21700110,Jump Ball Whiteside vs. Lopez: Tip to White,12:00,1.0,Heat,Bulls,Heat,202355.0,201577.0,1627855.0,Heat
51052,21700111,Jump Ball Porzingis vs. Capela: Tip to Kanter,12:00,1.0,Knicks,Rockets,Knicks,204001.0,203991.0,202683.0,Knicks
51496,21700112,Jump Ball Gasol vs. Vucevic: Tip to Augustin,12:00,1.0,Magic,Grizzlies,Magic,201188.0,202696.0,201571.0,Magic
51977,21700113,Jump Ball Davis vs. Towns: Tip to Gibson,12:00,1.0,Timberwolves,Timberwolves,Pelicans,203076.0,1626157.0,201959.0,Timberwolves
52387,21700114,Jump Ball Millsap vs. Valanciunas: Tip to Ibaka,12:00,1.0,Raptors,Nuggets,Raptors,200794.0,202685.0,201586.0,Raptors
52856,21700115,Jump Ball Gobert vs. Nurkic: Tip to Hood,12:00,1.0,Jazz,Trail Blazers,Jazz,203497.0,203994.0,203918.0,Jazz
53351,21700116,Jump Ball Jordan vs. Barnes: Tip to Beverley,12:00,1.0,Clippers,Mavericks,Clippers,201599.0,203084.0,201976.0,Clippers
53801,21700117,Jump Ball Gasol vs. Pachulia: Tip to Aldridge,12:00,1.0,Spurs,Warriors,Spurs,2200.0,2585.0,200746.0,Spurs
54245,21700118,Jump Ball Nurkic vs. Lopez: Tip to Nance Jr.,12:00,1.0,Lakers,Lakers,Trail Blazers,203994.0,201572.0,1626204.0,Lakers
54705,21700120,Jump Ball Vucevic vs. Lopez: Tip to Markkanen,12:00,1.0,Bulls,Bulls,Magic,202696.0,201577.0,1628374.0,Bulls
55140,21700121,Jump Ball Embiid vs. Sabonis: Tip to Simmons,12:00,1.0,76ers,Pacers,76ers,203954.0,1627734.0,1627732.0,76ers
55553,21700123,Jump Ball Dedmon vs. Capela: Tip to Schroder,12:00,1.0,Hawks,Hawks,Rockets,203473.0,203991.0,203471.0,Hawks
56023,21700124,Jump Ball Porzingis vs. Chandler: Tip to Chriss,12:00,1.0,Suns,Knicks,Suns,204001.0,2199.0,1627737.0,Suns
56483,21700125,Jump Ball Noel vs. Davis: Tip to Cousins,12:00,1.0,Pelicans,Mavericks,Pelicans,203457.0,203076.0,202326.0,Pelicans
56934,21700126,Jump Ball Gasol vs. Howard: Tip to Williams,12:00,1.0,Hornets,Hornets,Spurs,2200.0,2730.0,101107.0,Hornets
57360,21700127,Jump Ball Millsap vs. Whiteside: Tip to Dragic,12:00,1.0,Heat,Nuggets,Heat,200794.0,202355.0,201609.0,Heat
57829,21700128,Jump Ball Gobert vs. Valanciunas: Tip to Ibaka,12:00,1.0,Raptors,Raptors,Jazz,203497.0,202685.0,201586.0,Raptors
58297,21700129,Jump Ball Adams vs. Horford: Tip to Westbrook,12:00,1.0,Thunder,Celtics,Thunder,203500.0,201143.0,201566.0,Thunder
58745,21700130,Jump Ball Lopez vs. Mozgov: Tip to Ball,12:00,1.0,Lakers,Nets,Lakers,201572.0,202389.0,1628366.0,Lakers
59182,21700131,Jump Ball Jordan vs. Gasol: Tip to Martin,12:00,1.0,Grizzlies,Clippers,Grizzlies,201599.0,201188.0,1626185.0,Grizzlies
59619,21700132,Jump Ball Drummond vs. Cauley-Stein: Tip to Harris,12:00,1.0,Pistons,Pistons,Kings,203083.0,1626161.0,202699.0,Pistons
60112,21700133,Jump Ball Lopez vs. Davis: Tip to Markkanen,12:00,1.0,Bulls,Bulls,Pelicans,201577.0,203076.0,1628374.0,Bulls
60581,21700134,Jump Ball Towns vs. Mejri: Tip to Teague,12:00,1.0,Timberwolves,Mavericks,Timberwolves,1626157.0,1626257.0,201952.0,Timberwolves
61019,21700135,Jump Ball Millsap vs. Pachulia: Tip to Green,12:00,1.0,Warriors,Nuggets,Warriors,200794.0,2585.0,203110.0,Warriors
61505,21700136,Jump Ball James vs. Dedmon: Tip to Babbitt,12:00,1.0,Hawks,Hawks,Cavaliers,2544.0,203473.0,202337.0,Hawks
61994,21700137,Jump Ball Jordan vs. Whiteside: Tip to Dragic,12:00,1.0,Heat,Clippers,Heat,201599.0,202355.0,201609.0,Heat
62417,21700138,Jump Ball Vucevic vs. Horford: Tip to Irving,12:00,1.0,Celtics,Celtics,Magic,202696.0,201143.0,202681.0,Celtics
62830,21700139,Jump Ball Valanciunas vs. Gortat: Tip to Frazier,12:00,1.0,Wizards,Raptors,Wizards,202685.0,101162.0,204025.0,Wizards
63261,21700140,Jump Ball Capela vs. Gobert: Tip to Ariza,12:00,1.0,Rockets,Rockets,Jazz,203991.0,203497.0,2772.0,Rockets
63733,21700141,Jump Ball Gasol vs. Chandler: Tip to Chriss,12:00,1.0,Suns,Suns,Spurs,2200.0,2199.0,1627737.0,Suns
64167,21700142,Jump Ball Porzingis vs. Turner: Tip to Oladipo,12:00,1.0,Pacers,Pacers,Knicks,204001.0,1626167.0,203506.0,Pacers
64606,21700143,Jump Ball Towns vs. Howard: Tip to Gibson,12:00,1.0,Timberwolves,Hornets,Timberwolves,1626157.0,2730.0,201959.0,Timberwolves
65055,21700144,Jump Ball Nurkic vs. Adams: Tip to Roberson,12:00,1.0,Thunder,Thunder,Trail Blazers,203994.0,203500.0,203460.0,Thunder
65549,21700145,Jump Ball Lopez vs. Gasol: Tip to Ball,12:00,1.0,Lakers,Lakers,Grizzlies,201572.0,201188.0,1628366.0,Lakers
66007,21700146,Jump Ball Dedmon vs. Horford: Tip to Babbitt,12:00,1.0,Hawks,Hawks,Celtics,203473.0,201143.0,202337.0,Hawks
66433,21700147,Jump Ball Chandler vs. Mozgov: Tip to Chriss,12:00,1.0,Suns,Nets,Suns,2199.0,202389.0,1627737.0,Suns
66909,21700148,Jump Ball Pachulia vs. Whiteside: Tip to Winslow,12:00,1.0,Heat,Warriors,Heat,2585.0,202355.0,1626159.0,Heat
67308,21700149,Jump Ball James vs. Henson: Tip to Antetokounmpo,12:00,1.0,Bucks,Cavaliers,Bucks,2544.0,203089.0,203507.0,Bucks
67749,21700150,Jump Ball Turner vs. Davis: Tip to Young,12:00,1.0,Pacers,Pacers,Pelicans,1626167.0,203076.0,201152.0,Pacers
68173,21700151,Jump Ball Gortat vs. Barnes: Tip to Matthews,12:00,1.0,Mavericks,Mavericks,Wizards,101162.0,203084.0,202083.0,Mavericks
68614,21700152,Jump Ball Porzingis vs. Howard: Tip to Williams,12:00,1.0,Hornets,Hornets,Knicks,204001.0,2730.0,101107.0,Hornets
69091,21700153,Jump Ball Valanciunas vs. Lopez: Tip to Grant,12:00,1.0,Bulls,Bulls,Raptors,202685.0,201577.0,1626170.0,Bulls
69516,21700154,Jump Ball Gasol vs. Jordan: Tip to Beverley,12:00,1.0,Clippers,Clippers,Spurs,2200.0,201599.0,201976.0,Clippers
69974,21700155,Jump Ball Millsap vs. Mozgov: Tip to Dinwiddie,12:00,1.0,Nets,Nets,Nuggets,200794.0,202389.0,203915.0,Nets
70409,21700156,Jump Ball Gobert vs. Holmes: Tip to Favors,12:00,1.0,Jazz,76ers,Jazz,203497.0,1626158.0,202324.0,Jazz
70859,21700157,Jump Ball Nurkic vs. Gasol: Tip to Martin,12:00,1.0,Grizzlies,Grizzlies,Trail Blazers,203994.0,201188.0,1626185.0,Grizzlies
71374,21700158,Jump Ball Cauley-Stein vs. Adams: Tip to Westbrook,12:00,1.0,Thunder,Thunder,Kings,1626161.0,203500.0,201566.0,Thunder
71832,21700159,Jump Ball Drummond vs. Turner: Tip to Harris,12:00,1.0,Pistons,Pistons,Pacers,203083.0,1626167.0,202699.0,Pistons
72267,21700160,Jump Ball Vucevic vs. Kanter: Tip to Beasley,12:00,1.0,Knicks,Knicks,Magic,202696.0,202683.0,201563.0,Knicks
72741,21700161,Jump Ball Baynes vs. Lopez: Tip to Ball,12:00,1.0,Lakers,Celtics,Lakers,203382.0,201572.0,1628366.0,Lakers
73223,21700162,Jump Ball Len vs. Whiteside: Tip to Winslow,12:00,1.0,Heat,Heat,Suns,203458.0,202355.0,1626159.0,Heat
73679,21700163,Jump Ball Pachulia vs. Towns: Tip to Gibson,12:00,1.0,Timberwolves,Warriors,Timberwolves,2585.0,1626157.0,201959.0,Timberwolves
74119,21700164,Jump Ball Gortat vs. Lopez: Tip to Mark Morris,12:00,1.0,Wizards,Lakers,Wizards,101162.0,201572.0,202693.0,Wizards
74539,21700165,Jump Ball Valanciunas vs. Davis: Tip to Ibaka,12:00,1.0,Raptors,Pelicans,Raptors,202685.0,203076.0,201586.0,Raptors
74991,21700166,Jump Ball Capela vs. Love: Tip to Anderson,12:00,1.0,Rockets,Cavaliers,Rockets,203991.0,201567.0,201583.0,Rockets
75454,21700167,Jump Ball Cauley-Stein vs. Embiid: Tip to Saric,12:00,1.0,76ers,76ers,Kings,1626161.0,203954.0,203967.0,76ers
75907,21700168,Jump Ball Millsap vs. Adams: Tip to Westbrook,12:00,1.0,Thunder,Nuggets,Thunder,200794.0,203500.0,201566.0,Thunder
76368,21700169,Jump Ball Drummond vs. Dedmon: Tip to Harris,12:00,1.0,Pistons,Hawks,Pistons,203083.0,203473.0,202699.0,Pistons
77266,21700170,Jump Ball Baynes vs. Howard: Tip to Irving,12:00,1.0,Celtics,Celtics,Hornets,203382.0,2730.0,202681.0,Celtics
77723,21700171,Jump Ball Lopez vs. Turner: Tip to Grant,12:00,1.0,Bulls,Bulls,Pacers,201577.0,1626167.0,1626170.0,Bulls
78187,21700172,Jump Ball Johnson vs. Jordan: Tip to Rivers,12:00,1.0,Clippers,Clippers,Thunder,1626177.0,201599.0,203085.0,Clippers
78638,21700173,Jump Ball Gasol vs. Henson: Tip to Green,12:00,1.0,Spurs,Bucks,Spurs,2200.0,203089.0,201980.0,Spurs
79074,21700174,Jump Ball Len vs. Vucevic: Tip to Payton,12:00,1.0,Magic,Magic,Suns,203458.0,202696.0,203901.0,Magic
79554,21700175,Jump Ball Gobert vs. Whiteside: Tip to Favors,12:00,1.0,Jazz,Heat,Jazz,203497.0,202355.0,202324.0,Jazz
79968,21700176,Jump Ball Nurkic vs. Mozgov: Tip to Lillard,12:00,1.0,Trail Blazers,Nets,Trail Blazers,203994.0,202389.0,203081.0,Trail Blazers
80444,21700177,Jump Ball Gortat vs. Dedmon: Tip to Mark Morris,12:00,1.0,Wizards,Hawks,Wizards,101162.0,203473.0,202693.0,Wizards
80865,21700178,Jump Ball Davis vs. Jordan: Tip to Griffin,12:00,1.0,Clippers,Clippers,Pelicans,203076.0,201599.0,201933.0,Clippers
