,GAME_ID,HOMEDESCRIPTION,PCTIMESTRING,PERIOD,PLAYER3_TEAM_ABBREVIATION,HOME_TEAM,AWAY_TEAM,JUMP_BALL_HOME_PLAYER_ID,JUMP_BALL_AWAY_PLAYER_ID,JUMP_BALL_RETRIEVED_PLAYER_ID,JUMP_BALL_RETRIEVED_TEAM_NAME
259550,21000773,Jump Ball Hickson vs. Wallace: Tip to McGrady,12:00,1.0,Pistons,Cavaliers,Pistons,201581.0,1112.0,1503.0,Pistons
259963,21000774,Jump Ball McRoberts vs. Mohammed: Tip to Wallace,12:00,1.0,Hornets,Bobcats,Pacers,201177.0,1737.0,2222.0,Hornets
260404,21000775,Jump Ball Lopez vs. Gray: Tip to Outlaw,12:00,1.0,NJN,Nets,Hornets,201572.0,201189.0,2566.0,NJN
260870,21000776,Jump Ball Hawes vs. Howard: Tip to Brand,12:00,1.0,76ers,Magic,76ers,201150.0,2730.0,1882.0,76ers
261319,21000777,Jump Ball Bargnani vs. Duncan: Tip to Parker,12:00,1.0,Spurs,Spurs,Raptors,200745.0,1495.0,2225.0,Spurs
261737,21000778,Jump Ball McGee vs. Bogut: Tip to Young,12:00,1.0,Wizards,Bucks,Wizards,201580.0,101106.0,201156.0,Wizards
262153,21000779,Jump Ball Mozgov vs. Jordan: Tip to Foye,12:00,1.0,Clippers,Clippers,Knicks,202389.0,201599.0,200751.0,Clippers
262567,21000780,Jump Ball Jefferson vs. Thomas: Tip to Rose,12:00,1.0,Bulls,Bulls,Jazz,2744.0,703.0,201565.0,Bulls
263014,21000781,Jump Ball Cousins vs. Chandler: Tip to Nowitzki,12:00,1.0,Mavericks,Mavericks,Kings,202326.0,2199.0,1717.0,Mavericks
263470,21000782,Jump Ball Lee vs. Nene: Tip to Lawson,12:00,1.0,Nuggets,Nuggets,Warriors,101135.0,2403.0,201951.0,Nuggets
263890,21000783,Jump Ball Perkins vs. Bynum: Tip to Garnett,12:00,1.0,Celtics,Celtics,Lakers,2570.0,101115.0,708.0,Celtics
264314,21000784,Jump Ball Lopez vs. Lee: Tip to Nash,12:00,1.0,Suns,Warriors,Suns,201577.0,101135.0,959.0,Suns
264744,21000785,Jump Ball Nene vs. Chandler: Tip to Martin,12:00,1.0,Nuggets,Mavericks,Nuggets,2403.0,2199.0,2030.0,Nuggets
265187,21000786,Jump Ball Brown vs. Lopez: Tip to Outlaw,12:00,1.0,NJN,Bobcats,Nets,2198.0,201572.0,2566.0,NJN
265685,21000787,Jump Ball McRoberts vs. Pekovic: Tip to Collison,12:00,1.0,Pacers,Pacers,Timberwolves,201177.0,201593.0,201954.0,Pacers
266183,21000788,Jump Ball Howard vs. Gray: Tip to Nelson,12:00,1.0,Magic,Hornets,Magic,2730.0,201189.0,2749.0,Magic
266637,21000789,Jump Ball Hawes vs. Duncan: Tip to Blair,12:00,1.0,Spurs,76ers,Spurs,201150.0,1495.0,201971.0,Spurs
267095,21000790,Jump Ball Bargnani vs. Aldridge: Tip to Miller,12:00,1.0,Trail Blazers,Trail Blazers,Raptors,200745.0,200746.0,1889.0,Trail Blazers
267498,21000791,Jump Ball Hickson vs. Jordan: Tip to Davis,12:00,1.0,Clippers,Cavaliers,Clippers,201581.0,201599.0,1884.0,Clippers
268016,21000792,Jump Ball Wallace vs. Ilgauskas: Tip to Prince,12:00,1.0,Pistons,Pistons,Heat,1112.0,980.0,2419.0,Pistons
268433,21000793,Jump Ball Mozgov vs. Bynum: Tip to Gasol,12:00,1.0,Lakers,Lakers,Knicks,202389.0,101115.0,2200.0,Lakers
268885,21000794,Jump Ball Gasol vs. Bogut: Tip to Arthur,12:00,1.0,Grizzlies,Grizzlies,Bucks,201188.0,101106.0,201589.0,Grizzlies
269350,21000795,Jump Ball Jefferson vs. Lopez: Tip to D. Williams,12:00,1.0,Jazz,Suns,Jazz,2744.0,201577.0,101114.0,Jazz
269773,21000796,Jump Ball Smith vs. Brown: Tip to Augustin,12:00,1.0,Hornets,Hawks,Bobcats,2746.0,2198.0,201571.0,Hornets
270192,21000797,Jump Ball Lopez vs. Mozgov: Tip to Fields,12:00,1.0,Knicks,Nets,Knicks,201572.0,202389.0,202361.0,Knicks
270676,21000798,Jump Ball McGee vs. Duncan: Tip to Young,12:00,1.0,Wizards,Spurs,Wizards,201580.0,1495.0,201156.0,Wizards
271098,21000799,Jump Ball Pekovic vs. Hawes: Tip to Holiday,12:00,1.0,76ers,Timberwolves,76ers,201593.0,201150.0,201950.0,76ers
271545,21000800,Jump Ball Gray vs. Thomas: Tip to Paul,12:00,1.0,NOH,Bulls,Hornets,201189.0,703.0,101108.0,NOH
271964,21000801,Jump Ball Scola vs. Chandler: Tip to Nowitzki,12:00,1.0,Mavericks,Mavericks,Rockets,2449.0,2199.0,1717.0,Mavericks
272393,21000802,Jump Ball Bogut vs. McRoberts: Tip to Ilyasova,12:00,1.0,Bucks,Pacers,Bucks,101106.0,201177.0,101141.0,Bucks
272853,21000803,Jump Ball Cousins vs. Krstic: Tip to Green,12:00,1.0,Thunder,Thunder,Kings,202326.0,2420.0,201145.0,Thunder
273335,21000804,Jump Ball Perkins vs. Ilgauskas: Tip to Bosh,12:00,1.0,Heat,Celtics,Heat,2570.0,980.0,2547.0,Heat
273764,21000805,Jump Ball Howard vs. Bynum: Tip to Gasol,12:00,1.0,Lakers,Lakers,Magic,2730.0,101115.0,2200.0,Lakers
274162,21000806,Jump Ball Hickson vs. McGee: Tip to Young,12:00,1.0,Wizards,Cavaliers,Wizards,201581.0,201580.0,201156.0,Wizards
274616,21000807,Jump Ball Wallace vs. Aldridge: Tip to Miller,12:00,1.0,Trail Blazers,Pistons,Trail Blazers,1112.0,200746.0,1889.0,Trail Blazers
275016,21000808,Jump Ball Bargnani vs. Jordan: Tip to Davis,12:00,1.0,Clippers,Clippers,Raptors,200745.0,201599.0,1884.0,Clippers
275491,21000809,Jump Ball Gasol vs. Nene: Tip to Martin,12:00,1.0,Nuggets,Nuggets,Grizzlies,201188.0,2403.0,2030.0,Nuggets
275924,21000810,Jump Ball Lopez vs. Dalembert: Tip to Casspi,12:00,1.0,Kings,Suns,Kings,201577.0,2223.0,201956.0,Kings
276394,21000811,Jump Ball Lee vs. Krstic: Tip to Biedrins,12:00,1.0,Warriors,Warriors,Thunder,101135.0,2420.0,2740.0,Warriors
276809,21000812,Jump Ball Brown vs. Bynum: Tip to Bryant,12:00,1.0,Lakers,Bobcats,Lakers,2198.0,101115.0,977.0,Lakers
277220,21000813,Jump Ball Lopez vs. Duncan: Tip to Parker,12:00,1.0,Spurs,Nets,Spurs,201572.0,1495.0,2225.0,Spurs
277702,21000814,Jump Ball Wallace vs. Smith: Tip to Horford,12:00,1.0,Hawks,Hawks,Pistons,1112.0,2746.0,201143.0,Hawks
278058,21000815,Jump Ball Bogut vs. Jordan: Tip to Ilyasova,12:00,1.0,Bucks,Clippers,Bucks,101106.0,201599.0,101141.0,Bucks
278480,21000816,Jump Ball Milicic vs. Aldridge: Tip to Cunningham,12:00,1.0,Trail Blazers,Timberwolves,Trail Blazers,2545.0,200746.0,201967.0,Trail Blazers
278916,21000817,Jump Ball Scola vs. Nene: Tip to Martin,12:00,1.0,Nuggets,Nuggets,Rockets,2449.0,2403.0,2030.0,Nuggets
279378,21000818,Jump Ball McRoberts vs. Ilgauskas: Tip to Collison,12:00,1.0,Pacers,Pacers,Heat,201177.0,980.0,201954.0,Pacers
279840,21000819,Jump Ball Thomas vs. Brown: Tip to Boozer,12:00,1.0,Bulls,Bobcats,Bulls,703.0,2198.0,2430.0,Bulls
280270,21000820,Jump Ball Gasol vs. Hawes: Tip to Randolph,12:00,1.0,Grizzlies,Grizzlies,76ers,201188.0,201150.0,2216.0,Grizzlies
280709,21000821,Jump Ball Krstic vs. Dalembert: Tip to Sefolosha,12:00,1.0,Thunder,Thunder,Kings,2420.0,2223.0,200757.0,Thunder
281195,21000822,Jump Ball Lopez vs. Jefferson: Tip to Nash,12:00,1.0,Suns,Suns,Jazz,201577.0,2744.0,959.0,Suns
281625,21000823,Jump Ball Lee vs. Gray: Tip to Biedrins,12:00,1.0,Warriors,Warriors,Hornets,101135.0,201189.0,2740.0,Warriors
282031,21000824,Jump Ball Howard vs. McGee: Tip to,12:00,1.0,,Magic,Wizards,2730.0,201580.0,1610612764.0,
282480,21000825,Jump Ball Bargnani vs. Ilgauskas: Tip to Chalmers,12:00,1.0,Heat,Heat,Raptors,200745.0,980.0,201596.0,Heat
282920,21000826,Jump Ball Perkins vs. Lopez: Tip to Garnett,12:00,1.0,Celtics,Celtics,Nets,2570.0,201572.0,708.0,Celtics
283382,21000827,Jump Ball Hickson vs. Bynum: Tip to Williams,12:00,1.0,Cavaliers,Cavaliers,Lakers,201581.0,101115.0,2590.0,Cavaliers
283844,21000828,Jump Ball Wallace vs. McRoberts: Tip to Prince,12:00,1.0,Pistons,Pistons,Pacers,1112.0,201177.0,2419.0,Pistons
284308,21000829,Jump Ball Mozgov vs. Smith: Tip to Johnson,12:00,1.0,Hawks,Hawks,Knicks,202389.0,2746.0,2207.0,Hawks
284716,21000830,Jump Ball Milicic vs. Jordan: Tip to Griffin,12:00,1.0,Clippers,Clippers,Timberwolves,2545.0,201599.0,201933.0,Clippers
285210,21000831,Jump Ball Chandler vs. Dalembert: Tip to Stojakovic,12:00,1.0,Mavericks,Mavericks,Kings,2199.0,2223.0,978.0,Mavericks
285643,21000832,Jump Ball Scola vs. Hawes: Tip to Meeks,12:00,1.0,76ers,Rockets,76ers,2449.0,201150.0,201975.0,76ers
286051,21000833,Jump Ball Bogut vs. Nene: Tip to Billups,12:00,1.0,Nuggets,Nuggets,Bucks,101106.0,2403.0,1497.0,Nuggets
286476,21000834,Jump Ball Jefferson vs. Lee: Tip to Biedrins,12:00,1.0,Warriors,Warriors,Jazz,2744.0,101135.0,2740.0,Warriors
286909,21000835,Jump Ball Aldridge vs. Smith: Tip to Miller,12:00,1.0,Trail Blazers,Hornets,Trail Blazers,200746.0,201160.0,1889.0,Trail Blazers
287290,21000836,Jump Ball Thomas vs. Duncan: Tip to Parker,12:00,1.0,Spurs,Bulls,Spurs,703.0,1495.0,2225.0,Spurs
287701,21000837,Jump Ball Lopez vs. Chandler: Tip to Stojakovic,12:00,1.0,Mavericks,Mavericks,Suns,201577.0,2199.0,978.0,Mavericks
288146,21000838,Jump Ball Brown vs. Bargnani: Tip to Augustin,12:00,1.0,Hornets,Bobcats,Raptors,2198.0,200745.0,201571.0,Hornets
288612,21000839,Jump Ball McGee vs. Hibbert: Tip to Young,12:00,1.0,Wizards,Pacers,Wizards,201580.0,201579.0,201156.0,Wizards
289146,21000840,Jump Ball Wallace vs. Scola: Tip to Prince,12:00,1.0,Pistons,Pistons,Rockets,1112.0,2449.0,2419.0,Pistons
289565,21000841,Jump Ball Dampier vs. Cousins: Tip to Chalmers,12:00,1.0,Heat,Heat,Kings,956.0,202326.0,201596.0,Heat
289967,21000842,Jump Ball Bogut vs. Milicic: Tip to Mbah a Moute,12:00,1.0,Bucks,Bucks,Timberwolves,101106.0,2545.0,201601.0,Bucks
290452,21000843,Jump Ball Krstic vs. Jordan: Tip to Davis,12:00,1.0,Clippers,Clippers,Thunder,2420.0,201599.0,1884.0,Clippers
290896,21000844,Jump Ball Nene vs. Gasol: Tip to Conley,12:00,1.0,Grizzlies,Nuggets,Grizzlies,2403.0,201188.0,201144.0,Grizzlies
291386,21000845,Jump Ball Lee vs. Perkins: Tip to Garnett,12:00,1.0,Celtics,Celtics,Warriors,101135.0,2570.0,708.0,Celtics
291852,21000846,Jump Ball Bynum vs. Smith: Tip to Bryant,12:00,1.0,Lakers,Hawks,Lakers,101115.0,2746.0,977.0,Lakers
292305,21000847,Jump Ball Hickson vs. Scola: Tip to Parker,12:00,1.0,Cavaliers,Cavaliers,Rockets,201581.0,2449.0,1515.0,Cavaliers
292762,21000848,Jump Ball McRoberts vs. Wallace: Tip to McGrady,12:00,1.0,Pistons,Pistons,Pacers,201177.0,1112.0,1503.0,Pistons
293223,21000849,Jump Ball Howard vs. Cousins: Tip to Udrih,12:00,1.0,Kings,Magic,Kings,2730.0,202326.0,2757.0,Kings
293669,21000850,Jump Ball Hawes vs. McGee: Tip to Young,12:00,1.0,Wizards,76ers,Wizards,201150.0,201580.0,201156.0,Wizards
294119,21000851,Jump Ball Bargnani vs. Noah: Tip to Boozer,12:00,1.0,Bulls,Bulls,Raptors,200745.0,201149.0,2430.0,Bulls
294588,21000852,Jump Ball Stoudemire vs. Bogut: Tip to Billups,12:00,1.0,Knicks,Bucks,Knicks,2405.0,101106.0,1497.0,Knicks
295056,21000853,Jump Ball Milicic vs. Gasol: Tip to Young,12:00,1.0,Grizzlies,Grizzlies,Timberwolves,2545.0,201188.0,201970.0,Grizzlies
295561,21000854,Jump Ball Smith vs. Jordan: Tip to Bledsoe,12:00,1.0,Clippers,Clippers,Hornets,201160.0,201599.0,202339.0,Clippers
295983,21000855,Jump Ball Duncan vs. Krstic: Tip to Ginobili,12:00,1.0,Spurs,Thunder,Spurs,1495.0,2420.0,1938.0,Spurs
296460,21000856,Jump Ball Chandler vs. Jefferson: Tip to Beaubois,12:00,1.0,Mavericks,Mavericks,Jazz,2199.0,2744.0,201958.0,Mavericks
296914,21000857,Jump Ball Lopez vs. Smith: Tip to Lopez,12:00,1.0,Suns,Hawks,Suns,201577.0,2746.0,201577.0,Suns
297303,21000858,Jump Ball Aldridge vs. Bynum: Tip to World Peace,12:00,1.0,Lakers,Lakers,Trail Blazers,200746.0,101115.0,1897.0,Lakers
297742,21000859,Jump Ball Noah vs. Dampier: Tip to Rose,12:00,1.0,Bulls,Bulls,Heat,201149.0,956.0,201565.0,Bulls
298212,21000860,Jump Ball Nene vs. Davis: Tip to Martin,12:00,1.0,Nuggets,Celtics,Nuggets,2403.0,201175.0,2030.0,Nuggets
298642,21000861,Jump Ball Brown vs. Cousins: Tip to,12:00,1.0,,Bobcats,Kings,2198.0,202326.0,1610612766.0,
299098,21000862,Jump Ball McRoberts vs. Jefferson: Tip to Rush,12:00,1.0,Pacers,Pacers,Jazz,201177.0,2744.0,201575.0,Pacers
299567,21000863,Jump Ball Hawes vs. Monroe: Tip to Brand,12:00,1.0,76ers,Pistons,76ers,201150.0,202328.0,1882.0,76ers
299974,21000864,Jump Ball Bargnani vs. Lopez: Tip to Carter,12:00,1.0,Suns,Suns,Raptors,200745.0,201577.0,1713.0,Suns
300420,21000865,Jump Ball Hickson vs. Stoudemire: Tip to Jamison,12:00,1.0,Cavaliers,Cavaliers,Knicks,201581.0,2405.0,1712.0,Cavaliers
300959,21000866,Jump Ball Dampier vs. McGee: Tip to,12:00,1.0,,Heat,Wizards,956.0,201580.0,1610612764.0,
301428,21000867,Jump Ball Howard vs. Ibaka: Tip to Nelson,12:00,1.0,Magic,Thunder,Magic,2730.0,201586.0,2749.0,Magic
301897,21000868,Jump Ball Milicic vs. Okafor: Tip to Beasley,12:00,1.0,Timberwolves,Timberwolves,Hornets,2545.0,2731.0,201563.0,Timberwolves
302318,21000869,Jump Ball Duncan vs. Lopez: Tip to D. Williams,12:00,1.0,NJN,Nets,Spurs,1495.0,201572.0,101114.0,NJN
302777,21000870,Jump Ball Lee vs. Smith: Tip to Curry,12:00,1.0,Warriors,Hawks,Warriors,101135.0,2746.0,201939.0,Warriors
303207,21000871,Jump Ball Bynum vs. Jordan: Tip to Gasol,12:00,1.0,Lakers,Clippers,Lakers,101115.0,201599.0,2200.0,Lakers
303623,21000872,Jump Ball Aldridge vs. Nene: Tip to Lawson,12:00,1.0,Nuggets,Nuggets,Trail Blazers,200746.0,2403.0,201951.0,Nuggets
304109,21000873,Jump Ball McGee vs. Chandler: Tip to Lewis,12:00,1.0,Wizards,Mavericks,Wizards,201580.0,2199.0,1740.0,Wizards
304577,21000874,Jump Ball Wilcox vs. Jefferson: Tip to Millsap,12:00,1.0,Jazz,Pistons,Jazz,2404.0,2744.0,200794.0,Jazz
305042,21000875,Jump Ball Gasol vs. Dalembert: Tip to Conley,12:00,1.0,Grizzlies,Grizzlies,Kings,201188.0,2223.0,201144.0,Grizzlies
305486,21000876,Jump Ball Scola vs. Lopez: Tip to D. Williams,12:00,1.0,NJN,Rockets,Nets,2449.0,201572.0,101114.0,NJN
306001,21000877,Jump Ball Bogut vs. Noah: Tip to Rose,12:00,1.0,Bulls,Bulls,Bucks,101106.0,201149.0,201565.0,Bulls
306417,21000878,Jump Ball Jordan vs. Krstic: Tip to Griffin,12:00,1.0,Clippers,Celtics,Clippers,201599.0,2420.0,201933.0,Clippers
306867,21000879,Jump Ball McRoberts vs. Lopez: Tip to Carter,12:00,1.0,Suns,Pacers,Suns,201177.0,201577.0,1713.0,Suns
307353,21000880,Jump Ball Ibaka vs. Bynum: Tip to Collison,12:00,1.0,Thunder,Lakers,Thunder,201586.0,101115.0,2555.0,Thunder
307756,21000881,Jump Ball Hickson vs. Hawes: Tip to Jamison,12:00,1.0,Cavaliers,Cavaliers,76ers,201581.0,201150.0,1712.0,Cavaliers
308210,21000882,Jump Ball Milicic vs. Lee: Tip to Ridnour,12:00,1.0,Timberwolves,Warriors,Timberwolves,2545.0,101135.0,2557.0,Timberwolves
308719,21000883,Jump Ball Howard vs. Brown: Tip to,12:00,1.0,,Bobcats,Magic,2730.0,2198.0,1610612766.0,
309145,21000884,Jump Ball Johnson vs. Chandler: Tip to Nowitzki,12:00,1.0,Mavericks,Mavericks,Raptors,101161.0,2199.0,1717.0,Mavericks
309573,21000885,Jump Ball Okafor vs. Scola: Tip to Paul,12:00,1.0,NOH,Rockets,Hornets,2731.0,2449.0,101108.0,NOH
309973,21000886,Jump Ball Duncan vs. Gasol: Tip to Ginobili,12:00,1.0,Spurs,Grizzlies,Spurs,1495.0,201188.0,1938.0,Spurs
310436,21000887,Jump Ball Dampier vs. Stoudemire: Tip to Chalmers,12:00,1.0,Heat,Heat,Knicks,956.0,2405.0,201596.0,Heat
310871,21000888,Jump Ball Camby vs. Smith: Tip to Matthews,12:00,1.0,Trail Blazers,Hawks,Trail Blazers,948.0,2746.0,202083.0,Trail Blazers
311321,21000889,Jump Ball Lopez vs. Lopez: Tip to,12:00,1.0,,Nets,Suns,201572.0,201577.0,1610612751.0,
311803,21000890,Jump Ball McGee vs. Noah: Tip to Boozer,12:00,1.0,Bulls,Bulls,Wizards,201580.0,201149.0,2430.0,Bulls
312253,21000891,Jump Ball Nene vs. Smith: Tip to Lawson,12:00,1.0,Nuggets,Hawks,Nuggets,2403.0,2746.0,201951.0,Nuggets
312674,21000892,Jump Ball Jefferson vs. Krstic: Tip to Harris,12:00,1.0,Jazz,Celtics,Jazz,2744.0,2420.0,2734.0,Jazz
313128,21000893,Jump Ball Dalembert vs. Jordan: Tip to Udrih,12:00,1.0,Kings,Clippers,Kings,2223.0,201599.0,2757.0,Kings
313611,21000894,Jump Ball McRoberts vs. Lee: Tip to Collison,12:00,1.0,Pacers,Warriors,Pacers,201177.0,101135.0,201954.0,Pacers
314100,21000895,Jump Ball Howard vs. Stoudemire: Tip to Nelson,12:00,1.0,Magic,Knicks,Magic,2730.0,2405.0,2749.0,Magic
314615,21000896,Jump Ball Hawes vs. Chandler: Tip to Holiday,12:00,1.0,76ers,Mavericks,76ers,201150.0,2199.0,201950.0,76ers
315050,21000897,Jump Ball Bargnani vs. Okafor: Tip to Paul,12:00,1.0,NOH,Hornets,Raptors,200745.0,2731.0,101108.0,NOH
315460,21000898,Jump Ball Gasol vs. Duncan: Tip to Hill,12:00,1.0,Spurs,Grizzlies,Spurs,201188.0,1495.0,201588.0,Spurs
315910,21000899,Jump Ball Sanders vs. Wilcox: Tip to Jennings,12:00,1.0,Bucks,Pistons,Bucks,202336.0,2404.0,201943.0,Bucks
316373,21000900,Jump Ball Milicic vs. Bynum: Tip to Love,12:00,1.0,Timberwolves,Lakers,Timberwolves,2545.0,101115.0,201567.0,Timberwolves
316804,21000901,Jump Ball Camby vs. Scola: Tip to Aldridge,12:00,1.0,Trail Blazers,Rockets,Trail Blazers,948.0,2449.0,200746.0,Trail Blazers
317190,21000902,Jump Ball Horford vs. Noah: Tip to Rose,12:00,1.0,Bulls,Hawks,Bulls,201143.0,201149.0,201565.0,Bulls
317626,21000903,Jump Ball Hickson vs. Duncan: Tip to Parker,12:00,1.0,Cavaliers,Cavaliers,Spurs,201581.0,1495.0,1515.0,Cavaliers
318082,21000904,Jump Ball McGee vs. Lee: Tip to Howard,12:00,1.0,Wizards,Warriors,Wizards,201580.0,101135.0,2572.0,Wizards
318600,21000905,Jump Ball Krstic vs. Lopez: Tip to Nash,12:00,1.0,Suns,Celtics,Suns,2420.0,201577.0,959.0,Suns
319071,21000906,Jump Ball Wilcox vs. Pekovic: Tip to Stuckey,12:00,1.0,Pistons,Pistons,Timberwolves,2404.0,201593.0,201155.0,Pistons
319542,21000907,Jump Ball Stoudemire vs. Okafor: Tip to,12:00,1.0,,Hornets,Knicks,2405.0,2731.0,1610612752.0,
319961,21000908,Jump Ball Mohammed vs. Hibbert: Tip to Collison,12:00,1.0,Pacers,Pacers,Thunder,1737.0,201579.0,201954.0,Pacers
320459,21000909,Jump Ball Nene vs. Brown: Tip to Augustin,12:00,1.0,Hornets,Bobcats,Nuggets,2403.0,2198.0,201571.0,Hornets
320885,21000910,Jump Ball Dalembert vs. Camby: Tip to Aldridge,12:00,1.0,Trail Blazers,Trail Blazers,Kings,2223.0,948.0,200746.0,Trail Blazers
321325,21000911,Jump Ball Jordan vs. Scola: Tip to Williams,12:00,1.0,Clippers,Rockets,Clippers,201599.0,2449.0,2590.0,Clippers
321781,21000912,Jump Ball Dampier vs. Howard: Tip to,12:00,1.0,,Heat,Magic,956.0,2730.0,1610612753.0,
322207,21000913,Jump Ball Jefferson vs. Nene: Tip to Lawson,12:00,1.0,Nuggets,Nuggets,Jazz,2744.0,2403.0,201951.0,Nuggets
322643,21000914,Jump Ball Lopez vs. Bargnani: Tip to James,12:00,1.0,NJN,Nets,Raptors,201572.0,200745.0,202345.0,NJN
323076,21000915,Jump Ball Howard vs. Noah: Tip to Deng,12:00,1.0,Bulls,Bulls,Magic,2730.0,201149.0,2736.0,Bulls
323523,21000916,Jump Ball Hawes vs. Pekovic: Tip to Holiday,12:00,1.0,76ers,Timberwolves,76ers,201150.0,201593.0,201950.0,76ers
323943,21000917,Jump Ball Horford vs. Ibaka: Tip to Hinrich,12:00,1.0,Hawks,Hawks,Thunder,201143.0,201586.0,2550.0,Hawks
324369,21000918,Jump Ball Krstic vs. Lee: Tip to Ellis,12:00,1.0,Warriors,Celtics,Warriors,2420.0,101135.0,101145.0,Warriors
324797,21000919,Jump Ball Stoudemire vs. Hickson: Tip to,12:00,1.0,,Cavaliers,Knicks,2405.0,201581.0,1610612752.0,
325266,21000920,Jump Ball Gasol vs. Okafor: Tip to Conley,12:00,1.0,Grizzlies,Grizzlies,Hornets,201188.0,2731.0,201144.0,Grizzlies
325699,21000921,Jump Ball Haywood vs. McRoberts: Tip to Hibbert,12:00,1.0,Pacers,Mavericks,Pacers,2217.0,201177.0,201579.0,Pacers
326161,21000922,Jump Ball Sanders vs. Lopez: Tip to,12:00,1.0,,Bucks,Suns,202336.0,201577.0,1610612756.0,
326588,21000923,Jump Ball Duncan vs. Dampier: Tip to Ginobili,12:00,1.0,Spurs,Heat,Spurs,1495.0,956.0,1938.0,Spurs
327009,21000924,Jump Ball Bynum vs. Brown: Tip to World Peace,12:00,1.0,Lakers,Bobcats,Lakers,101115.0,2198.0,1897.0,Lakers
327441,21000925,Jump Ball Lopez vs. Bargnani: Tip to Calderon,12:00,1.0,Raptors,Nets,Raptors,201572.0,200745.0,101181.0,Raptors
328094,21000926,Jump Ball McGee vs. Pekovic: Tip to Crawford,12:00,1.0,Wizards,Timberwolves,Wizards,201580.0,201593.0,202348.0,Wizards
328589,21000927,Jump Ball Scola vs. McRoberts: Tip to Collison,12:00,1.0,Pacers,Rockets,Pacers,2449.0,201177.0,201954.0,Pacers
329063,21000928,Jump Ball Jefferson vs. Dalembert: Tip to Cousins,12:00,1.0,Kings,Kings,Jazz,2744.0,2223.0,202326.0,Kings
329601,21000929,Jump Ball Camby vs. Brown: Tip to Miller,12:00,1.0,Trail Blazers,Bobcats,Trail Blazers,948.0,2198.0,1889.0,Trail Blazers
330011,21000930,Jump Ball Jordan vs. Nene: Tip to Williams,12:00,1.0,Clippers,Nuggets,Clippers,201599.0,2403.0,2590.0,Clippers
330502,21000931,Jump Ball Dampier vs. Noah: Tip to Deng,12:00,1.0,Bulls,Bulls,Heat,956.0,201149.0,2736.0,Bulls
330909,21000932,Jump Ball Duncan vs. Bynum: Tip to Parker,12:00,1.0,Spurs,Lakers,Spurs,1495.0,101115.0,2225.0,Spurs
331349,21000933,Jump Ball Smith vs. Stoudemire: Tip to Hinrich,12:00,1.0,Hawks,Hawks,Knicks,2746.0,2405.0,2550.0,Hawks
331747,21000934,Jump Ball Wilcox vs. McGee: Tip to Young,12:00,1.0,Wizards,Pistons,Wizards,2404.0,201580.0,201156.0,Wizards
332199,21000935,Jump Ball Hawes vs. Lee: Tip to Holiday,12:00,1.0,76ers,Warriors,76ers,201150.0,101135.0,201950.0,76ers
332720,21000936,Jump Ball Hickson vs. Okafor: Tip to Paul,12:00,1.0,NOH,Cavaliers,Hornets,201581.0,2731.0,101108.0,NOH
333137,21000937,Jump Ball Ibaka vs. Lopez: Tip to Sefolosha,12:00,1.0,Thunder,Thunder,Suns,201586.0,201577.0,200757.0,Thunder
333651,21000938,Jump Ball Haywood vs. Gasol: Tip to Conley,12:00,1.0,Grizzlies,Mavericks,Grizzlies,2217.0,201188.0,201144.0,Grizzlies
334097,21000939,Jump Ball Sanders vs. Krstic: Tip to Allen,12:00,1.0,Celtics,Celtics,Bucks,202336.0,2420.0,951.0,Celtics
334493,21000940,Jump Ball Brown vs. Jordan: Tip to Diaw,12:00,1.0,Hornets,Bobcats,Clippers,2198.0,201599.0,2564.0,Hornets
334928,21000941,Jump Ball Anderson vs. Camby: Tip to Aldridge,12:00,1.0,Trail Blazers,Magic,Trail Blazers,201583.0,948.0,200746.0,Trail Blazers
335309,21000942,Jump Ball Stoudemire vs. Jefferson: Tip to Douglas,12:00,1.0,Knicks,Knicks,Jazz,2405.0,2744.0,201962.0,Knicks
335759,21000943,Jump Ball Noah vs. Okafor: Tip to Rose,12:00,1.0,Bulls,Bulls,Hornets,201149.0,2731.0,201565.0,Bulls
336177,21000944,Jump Ball Gasol vs. Ibaka: Tip to Conley,12:00,1.0,Grizzlies,Grizzlies,Thunder,201188.0,201586.0,201144.0,Grizzlies
336606,21000945,Jump Ball Milicic vs. Haywood: Tip to Love,12:00,1.0,Timberwolves,Mavericks,Timberwolves,2545.0,2217.0,201567.0,Timberwolves
337080,21000946,Jump Ball Dalembert vs. Scola: Tip to Cousins,12:00,1.0,Kings,Rockets,Kings,2223.0,2449.0,202326.0,Kings
337506,21000947,Jump Ball Smith vs. Bynum: Tip to Johnson,12:00,1.0,Hawks,Hawks,Lakers,2746.0,101115.0,2207.0,Hawks
337922,21000948,Jump Ball Hickson vs. Lee: Tip to Sessions,12:00,1.0,Cavaliers,Cavaliers,Warriors,201581.0,101135.0,201196.0,Cavaliers
338357,21000949,Jump Ball McRoberts vs. Hawes: Tip to Rush,12:00,1.0,Pacers,Pacers,76ers,201177.0,201150.0,201575.0,Pacers
338809,21000950,Jump Ball McGee vs. Bogut: Tip to Young,12:00,1.0,Wizards,Bucks,Wizards,201580.0,101106.0,201156.0,Wizards
339261,21000951,Jump Ball Dampier vs. Camby: Tip to Aldridge,12:00,1.0,Trail Blazers,Heat,Trail Blazers,956.0,948.0,200746.0,Trail Blazers
